Rank,Title,Issn,SJR
353,Genome Research,1088-9051,4.403
354,Health Affairs,0278-2715,4.387
354,Health Affairs,1544-5208,4.387
355,Qualitative Research in Psychology,1478-0895,4.387
355,Qualitative Research in Psychology,1478-0887,4.387
356,Leadership Quarterly,1048-9843,4.375
357,IEEE Transactions on Sustainable Energy,1949-3029,4.364
357,IEEE Transactions on Sustainable Energy,1949-3037,4.364
358,JAMA Internal Medicine,2168-6114,4.363
358,JAMA Internal Medicine,2168-6106,4.363
359,Annual Review of Genomics and Human Genetics,1527-8204,4.361
359,Annual Review of Genomics and Human Genetics,1545-293X,4.361
360,Biological Reviews,1469-185X,4.347
360,Biological Reviews,1464-7931,4.347
361,Quarterly Journal of the Royal Meteorological Society,1477-870X,4.347
361,Quarterly Journal of the Royal Meteorological Society,0035-9009,4.347
362,International Journal of Robotics Research,0278-3649,4.346
362,International Journal of Robotics Research,1741-3176,4.346
363,SmartMat,2766-8525,4.332
363,SmartMat,2688-819X,4.332
364,Journal of the Royal Statistical Society. Series B: Statistical Methodology,1467-9868,4.33
364,Journal of the Royal Statistical Society. Series B: Statistical Methodology,1369-7412,4.33
365,"Lancet Healthy Longevity, The",2666-7568,4.324
366,American Journal of Psychiatry,0002-953X,4.321
366,American Journal of Psychiatry,1535-7228,4.321
367,Educational Psychology Review,1040-726X,4.321
367,Educational Psychology Review,1573-336X,4.321
368,Inventiones Mathematicae,0020-9910,4.321
368,Inventiones Mathematicae,1432-1297,4.321
369,Journal of the American Academy of Child and Adolescent Psychiatry,0890-8567,4.32
369,Journal of the American Academy of Child and Adolescent Psychiatry,1527-5418,4.32
370,Journal of Urban Economics,1095-9068,4.314
370,Journal of Urban Economics,0094-1190,4.314
371,Remote Sensing of Environment,0034-4257,4.31
372,IEEE Transactions on Communications,1558-0857,4.307
373,PhotoniX,2662-1991,4.303
374,American Sociological Review,0003-1224,4.295
374,American Sociological Review,1939-8271,4.295
375,Global Change Biology,1365-2486,4.285
375,Global Change Biology,1354-1013,4.285
376,Cell Reports,2211-1247,4.279
377,Cell Reports Medicine,2666-3791,4.276
378,npj Digital Medicine,2398-6352,4.273
379,Journal of Extracellular Vesicles,2001-3078,4.268
380,Psychological Methods,1082-989X,4.235
380,Psychological Methods,1939-1463,4.235
381,Earth System Science Data,1866-3516,4.231
381,Earth System Science Data,1866-3508,4.231
382,"Lancet Child and Adolescent Health, The",2352-4642,4.229
383,IEEE Transactions on Fuzzy Systems,1063-6706,4.204
384,"Vital and health statistics. Series 2, Data evaluation and methods research",0083-2057,4.202
384,"Vital and health statistics. Series 2, Data evaluation and methods research",2333-0872,4.202
385,Cell Discovery,2056-5968,4.198
386,PLoS Medicine,1549-1277,4.198
386,PLoS Medicine,1549-1676,4.198
387,Communications on Pure and Applied Mathematics,0010-3640,4.188
387,Communications on Pure and Applied Mathematics,1097-0312,4.188
388,Information Systems Research,1526-5536,4.176
388,Information Systems Research,1047-7047,4.176
389,IEEE Transactions on Neural Networks and Learning Systems,2162-237X,4.17
389,IEEE Transactions on Neural Networks and Learning Systems,2162-2388,4.17
390,Trends in Immunology,1471-4906,4.163
390,Trends in Immunology,1471-4981,4.163
391,Coordination Chemistry Reviews,0010-8545,4.145
392,Medical Image Analysis,1361-8415,4.112
392,Medical Image Analysis,1361-8423,4.112
393,MIS Quarterly: Management Information Systems,0276-7783,4.105
393,MIS Quarterly: Management Information Systems,2162-9730,4.105
394,Cell Death and Differentiation,1350-9047,4.102
394,Cell Death and Differentiation,1476-5403,4.102
395,Journal of the National Comprehensive Cancer Network : JNCCN,1540-1413,4.102
395,Journal of the National Comprehensive Cancer Network : JNCCN,1540-1405,4.102
396,European Heart Journal,1522-9645,4.091
396,European Heart Journal,0195-668X,4.091
397,Annual Review of Microbiology,0066-4227,4.082
397,Annual Review of Microbiology,1545-3251,4.082
398,Human Reproduction Update,1460-2369,4.074
398,Human Reproduction Update,1355-4786,4.074
399,Trends in Biochemical Sciences,1362-4326,4.074
399,Trends in Biochemical Sciences,0968-0004,4.074
400,Molecular Biology and Evolution,1537-1719,4.061
400,Molecular Biology and Evolution,0737-4038,4.061
401,Communication Methods and Measures,1931-2466,4.06
401,Communication Methods and Measures,1931-2458,4.06
402,Autophagy,1554-8627,4.035
403,Annual Review of Virology,2327-0578,4.023
403,Annual Review of Virology,2327-056X,4.023
404,Transactions of the Association for Computational Linguistics,2307-387X,4.006
405,Aggregate,2766-8541,3.994
405,Aggregate,2692-4560,3.994
406,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",2168-2216,3.992
406,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",2168-2232,3.992
407,Journal of Financial and Quantitative Analysis,0022-1090,3.98
407,Journal of Financial and Quantitative Analysis,1756-6916,3.98
408,Blood Cancer Journal,2044-5385,3.974
409,EMBO Molecular Medicine,1757-4676,3.964
409,EMBO Molecular Medicine,1757-4684,3.964
410,Annual Review of Pharmacology and Toxicology,1545-4304,3.957
410,Annual Review of Pharmacology and Toxicology,0362-1642,3.957
411,Educational Researcher,0013-189X,3.956
412,eLife,2050-084X,3.932
413,"Lancet Haematology,The",2352-3026,3.923
414,Journal of the American Statistical Association,0162-1459,3.922
414,Journal of the American Statistical Association,1537-274X,3.922
415,Journal of Retailing,0022-4359,3.915
416,Advanced Science,2198-3844,3.914
417,Strategic Organization,1741-315X,3.914
417,Strategic Organization,1476-1270,3.914
418,JAMA Surgery,2168-6262,3.905
418,JAMA Surgery,2168-6254,3.905
419,IEEE Network,0890-8044,3.896
419,IEEE Network,1558-156X,3.896
420,Molecular Psychiatry,1476-5578,3.895
420,Molecular Psychiatry,1359-4184,3.895
421,Kidney International,0085-2538,3.886
421,Kidney International,1523-1755,3.886
422,Educational Research Review,1747-938X,3.874
423,Contemporary Educational Psychology,0361-476X,3.863
423,Contemporary Educational Psychology,1090-2384,3.863
424,RAND Journal of Economics,1756-2171,3.86
424,RAND Journal of Economics,0741-6261,3.86
425,ACS Catalysis,2155-5435,3.847
426,American Economic Journal: Microeconomics,1945-7669,3.835
426,American Economic Journal: Microeconomics,1945-7685,3.835
427,Digest of Technical Papers - IEEE International Solid-State Circuits Conference,0193-6530,3.827
428,IEEE Transactions on Power Systems,0885-8950,3.827
429,European Journal of Information Systems,0960-085X,3.824
429,European Journal of Information Systems,1476-9344,3.824
430,PLoS Biology,1544-9173,3.822
430,PLoS Biology,1545-7885,3.822
431,IEEE Journal on Selected Topics in Signal Processing,1932-4553,3.818
432,European Respiratory Journal,0903-1936,3.81
432,European Respiratory Journal,1399-3003,3.81
433,Academy of Management Discoveries,2168-1007,3.803
434,Microbiome,2049-2618,3.802
435,Advances in Applied Energy,2666-7924,3.788
436,Sociological Methods and Research,0049-1241,3.788
436,Sociological Methods and Research,1552-8294,3.788
437,Biological Psychiatry,0006-3223,3.786
437,Biological Psychiatry,1873-2402,3.786
438,Cancer Immunology Research,2326-6066,3.781
438,Cancer Immunology Research,2326-6074,3.781
439,Duke Mathematical Journal,1547-7398,3.774
439,Duke Mathematical Journal,0012-7094,3.774
440,Annual Review of Cancer Biology,2472-3428,3.766
441,Personnel Psychology,0031-5826,3.763
441,Personnel Psychology,1744-6570,3.763
442,ISPRS Journal of Photogrammetry and Remote Sensing,0924-2716,3.76
443,Journal of Development Economics,0304-3878,3.737
444,Proceedings of the National Academy of Sciences of the United States of America,1091-6490,3.737
444,Proceedings of the National Academy of Sciences of the United States of America,0027-8424,3.737
445,Molecular Therapy,1525-0024,3.736
445,Molecular Therapy,1525-0016,3.736
446,Journal for ImmunoTherapy of Cancer,2051-1426,3.728
447,ACS Central Science,2374-7951,3.722
447,ACS Central Science,2374-7943,3.722
448,Journal of Cell Biology,1540-8140,3.717
448,Journal of Cell Biology,0021-9525,3.717
449,"Lancet Rheumatology, The",2665-9913,3.717
450,Current Climate Change Reports,2198-6061,3.713
451,Nature Cardiovascular Research,2731-0590,3.71
452,Arthritis and Rheumatology,2326-5191,3.708
452,Arthritis and Rheumatology,2326-5205,3.708
453,Archive for Rational Mechanics and Analysis,0003-9527,3.703
453,Archive for Rational Mechanics and Analysis,1432-0673,3.703
454,IEEE Transactions on Medical Imaging,0278-0062,3.703
454,IEEE Transactions on Medical Imaging,1558-254X,3.703
455,Journal of Allergy and Clinical Immunology,1097-6825,3.701
455,Journal of Allergy and Clinical Immunology,0091-6749,3.701
456,ISME Journal,1751-7362,3.692
456,ISME Journal,1751-7370,3.692
457,Radiology,0033-8419,3.692
457,Radiology,1527-1315,3.692
458,Trends in Genetics,0168-9525,3.69
458,Trends in Genetics,1362-4555,3.69
459,Computer Science Review,1574-0137,3.679
460,Eco-Environment and Health,2772-9850,3.678
461,Experimental and Molecular Medicine,1226-3613,3.671
461,Experimental and Molecular Medicine,2092-6413,3.671
462,IEEE Transactions on Robotics,1552-3098,3.669
463,Cancer Treatment Reviews,0305-7372,3.667
463,Cancer Treatment Reviews,1532-1967,3.667
464,Business Strategy and the Environment,1099-0836,3.666
464,Business Strategy and the Environment,0964-4733,3.666
465,Leukemia,0887-6924,3.662
465,Leukemia,1476-5551,3.662
466,Earth-Science Reviews,0012-8252,3.654
467,Computers and Education,0360-1315,3.651
468,Cement and Concrete Composites,0958-9465,3.65
469,Structural Equation Modeling,1532-8007,3.647
469,Structural Equation Modeling,1070-5511,3.647
470,IEEE Transactions on Power Electronics,0885-8993,3.644
471,Progress in Lipid Research,1873-2194,3.638
471,Progress in Lipid Research,0163-7827,3.638
472,Strategic Entrepreneurship Journal,1932-4391,3.628
472,Strategic Entrepreneurship Journal,1932-443X,3.628
473,Advanced Composites and Hybrid Materials,2522-0128,3.623
473,Advanced Composites and Hybrid Materials,2522-0136,3.623
474,Health systems in transition,1817-6127,3.619
474,Health systems in transition,1817-6119,3.619
475,Plant Cell,1532-298X,3.616
475,Plant Cell,1040-4651,3.616
476,Applied Physics Reviews,1931-9401,3.61
477,Journal of Personality and Social Psychology,0022-3514,3.61
478,Annals of Neurology,1531-8249,3.6
478,Annals of Neurology,0364-5134,3.6
479,Harvard Kennedy School Misinformation Review,2766-1652,3.6
480,Liver Cancer,2235-1795,3.599
480,Liver Cancer,1664-5553,3.599
481,Geometric and Functional Analysis,1420-8970,3.597
481,Geometric and Functional Analysis,1016-443X,3.597
482,Human Relations,0018-7267,3.597
482,Human Relations,1741-282X,3.597
483,Renewable and Sustainable Energy Reviews,1364-0321,3.596
483,Renewable and Sustainable Energy Reviews,1879-0690,3.596
484,Water Research,0043-1354,3.596
484,Water Research,1879-2448,3.596
485,Review of Economic Dynamics,1096-6099,3.582
485,Review of Economic Dynamics,1094-2025,3.582
486,Energy Material Advances,2692-7640,3.563
487,Sleep Medicine Reviews,1532-2955,3.561
487,Sleep Medicine Reviews,1087-0792,3.561
488,Current Opinion in Cell Biology,0955-0674,3.559
488,Current Opinion in Cell Biology,1879-0410,3.559
489,IEEE Transactions on Image Processing,1057-7149,3.556
490,Energy Economics,0140-9883,3.555
490,Energy Economics,1873-6181,3.555
491,Immunological Reviews,0105-2896,3.554
491,Immunological Reviews,1600-065X,3.554
492,Optica,2334-2536,3.549
493,Journal of Consumer Psychology,1532-7663,3.531
493,Journal of Consumer Psychology,1057-7408,3.531
494,eClinicalMedicine,2589-5370,3.522
495,Research Synthesis Methods,1759-2879,3.52
495,Research Synthesis Methods,1759-2887,3.52
496,Environmental Science &amp; Technology,0013-936X,3.516
496,Environmental Science &amp; Technology,1520-5851,3.516
497,Health Psychology Review,1743-7202,3.509
497,Health Psychology Review,1743-7199,3.509
498,Circulation: Heart Failure,1941-3297,3.505
498,Circulation: Heart Failure,1941-3289,3.505
499,Automatica,0005-1098,3.502
500,Energy and Environmental Materials,2575-0348,3.493
500,Energy and Environmental Materials,2575-0356,3.493
501,Sports Medicine,0112-1642,3.492
501,Sports Medicine,1179-2035,3.492
502,Comparative Political Studies,1552-3829,3.491
502,Comparative Political Studies,0010-4140,3.491
503,Journal of World Business,1090-9516,3.49
504,Nano Today,1878-044X,3.483
504,Nano Today,1748-0132,3.483
505,International Journal of Machine Tools and Manufacture,0890-6955,3.479
506,JAMA network open,2574-3805,3.478
507,Wiley Interdisciplinary Reviews: Computational Molecular Science,1759-0876,3.473
507,Wiley Interdisciplinary Reviews: Computational Molecular Science,1759-0884,3.473
508,Theoretical Economics,1555-7561,3.47
509,Cancer Research,0008-5472,3.468
509,Cancer Research,1538-7445,3.468
510,Bioactive Materials,2452-199X,3.466
511,Journal of Advanced Ceramics,2227-8508,3.457
511,Journal of Advanced Ceramics,2226-4108,3.457
512,Chem Catalysis,2667-1093,3.455
512,Chem Catalysis,2667-1107,3.455
513,Soil Biology and Biochemistry,0038-0717,3.453
514,Stata Journal,1536-867X,3.453
515,Annals of Tourism Research,0160-7383,3.447
516,Advanced Drug Delivery Reviews,0169-409X,3.411
516,Advanced Drug Delivery Reviews,1872-8294,3.411
517,Nano Letters,1530-6992,3.411
517,Nano Letters,1530-6984,3.411
518,JHEP Reports,2589-5559,3.409
519,Journal of the American Society of Nephrology : JASN,1533-3450,3.409
519,Journal of the American Society of Nephrology : JASN,1046-6673,3.409
520,Journal of Travel Research,1552-6763,3.408
520,Journal of Travel Research,0047-2875,3.408
521,Alcohol research : current reviews,2169-4796,3.402
521,Alcohol research : current reviews,2168-3492,3.402
522,Journal of Product Innovation Management,1540-5885,3.402
522,Journal of Product Innovation Management,0737-6782,3.402
523,Advanced Fiber Materials,2524-7921,3.398
523,Advanced Fiber Materials,2524-793X,3.398
524,IEEE Transactions on Industrial Electronics,0278-0046,3.395
525,One Earth,2590-3330,3.392
525,One Earth,2590-3322,3.392
526,Journal of Business and Economic Statistics,0735-0015,3.385
526,Journal of Business and Economic Statistics,1537-2707,3.385
527,IEEE Internet of Things Journal,2327-4662,3.382
528,Bone Research,2095-4700,3.378
528,Bone Research,2095-6231,3.378
529,"Genomics, Proteomics and Bioinformatics",1672-0229,3.378
529,"Genomics, Proteomics and Bioinformatics",2210-3244,3.378
530,Ageing Research Reviews,1568-1637,3.376
530,Ageing Research Reviews,1872-9649,3.376
531,Materials Horizons,2051-6347,3.376
531,Materials Horizons,2051-6355,3.376
532,Opto-Electronic Advances,2096-4579,3.374
533,Evolution Letters,2056-3744,3.373
534,Journal of Innovation and Knowledge,2444-569X,3.372
534,Journal of Innovation and Knowledge,2530-7614,3.372
535,IEEE Transactions on Cognitive Communications and Networking,2332-7731,3.371
536,Translational Neurodegeneration,2047-9158,3.371
537,EcoMat,2567-3173,3.369
538,Biometrika,1464-3510,3.358
538,Biometrika,0006-3444,3.358
539,American Psychologist,0003-066X,3.357
539,American Psychologist,1935-990X,3.357
540,Progress in Human Geography,1477-0288,3.357
540,Progress in Human Geography,0309-1325,3.357
541,Diabetologia,0012-186X,3.355
541,Diabetologia,1432-0428,3.355
542,Journal of Interactive Marketing,1094-9968,3.355
542,Journal of Interactive Marketing,1520-6653,3.355
543,International Journal of Research in Marketing,0167-8116,3.352
544,Tourism Management,0261-5177,3.352
545,Political Communication,1058-4609,3.348
545,Political Communication,1091-7675,3.348
546,Small,1613-6829,3.348
546,Small,1613-6810,3.348
547,Trends in Chemistry,2589-5974,3.348
548,Journal of Hospitality Marketing and Management,1936-8631,3.347
548,Journal of Hospitality Marketing and Management,1936-8623,3.347
549,Annals of Internal Medicine,1539-3704,3.337
549,Annals of Internal Medicine,0003-4819,3.337
550,Circulation: Arrhythmia and Electrophysiology,1941-3084,3.335
550,Circulation: Arrhythmia and Electrophysiology,1941-3149,3.335
551,European Journal of Political Research,0304-4130,3.334
551,European Journal of Political Research,1475-6765,3.334
552,California Management Review,2162-8564,3.33
552,California Management Review,0008-1256,3.33
553,"Astrophysical Journal, Supplement Series",1538-4365,3.329
553,"Astrophysical Journal, Supplement Series",0067-0049,3.329
554,Sustainable Technology and Entrepreneurship,2773-0328,3.328
555,Proceedings of the Annual ACM Symposium on Theory of Computing,0737-8017,3.322
556,British Journal of Political Science,0007-1234,3.32
556,British Journal of Political Science,1469-2112,3.32
557,Mucosal Immunology,1935-3456,3.32
557,Mucosal Immunology,1933-0219,3.32
558,Higher Education for the Future,2348-5779,3.313
558,Higher Education for the Future,2347-6311,3.313
